name,colour,fuel,Has_Waranty,is_private_use,is_commercial_use,brand,price_npr,transmission_type,drivetrain,make_year,mileage_kmpl,engine_cc,kilometer_run
Tata sumo ex gold,Other,Diesel,0,0,0,Tata,1175000,Unknown,Unknown,2013,15.0,2956.0,93000
Suzuki Swift Dzire VXI 2009,silver,Petrol,0,0,0,Maruti Suzuki,1190000,Manual,2WD,2009,15.0,1200.0,60000
Very Fresh Car for Sale,white,Diesel,0,0,1,2016,1975000,Manual,2WD,2016,16.0,1200.0,60000
Rav4,grey,Petrol,0,0,0,Toyota,6500000,Manual,2WD,2013,15.0,2500.0,55000
Hyundai Matrix with Sunroof,Unknown,Petrol,0,0,0,Hyundai,650000,Manual,2WD,2003,15.0,1200.0,50000
Toyota avanza 2006 for sales,silver,Petrol,0,0,0,Toyota,1800000,Automatic,2WD,2006,11.0,1300.0,8500
Ford Freestyle Titanium On Sale,white,Petrol,0,0,0,Ford,2495000,Automatic,2WD,2018,15.0,1200.0,28800
Jyoti For Sale,red,Petrol,0,0,0,Other Brands,1050000,Manual,2WD,2011,12.0,1500.0,76000
Lxi Alto,white,Petrol,0,0,0,Maruti Suzuki,1350000,Manual,2WD,2016,16.0,800.0,56000
Scorpio S5+ 2020 Model,white,Diesel,0,0,0,Mahindra,4200000,Manual,4WD,2020,15.0,1200.0,50000
vitara brezza zdi+,white,Diesel,0,0,0,Maruti Suzuki,3025000,Manual,2WD,2017,17.0,1250.0,50000
Suzuki swift zxi 2014,silver,Petrol,0,0,0,Maruti Suzuki,2000000,Manual,2WD,2014,14.0,1500.0,50000
Scorpio S4 Plus 2017 model,blue,Diesel,0,0,0,Mahindra,3600000,Manual,4WD,2017,15.0,1200.0,50000
Mahindra tipper,blue,Diesel,0,1,0,Mahindra,1800000,Automatic,2WD,2018,15.0,2609.0,23000
FORD ECO SPORTS IN IMMACULATE CONDITION,grey,Petrol,0,0,0,Ford,2350000,Unknown,Unknown,2018,15.0,1500.0,35500
"Swift Dzire vxi ,2008 model, petrol,9851016822",grey,Petrol,0,0,0,Maruti Suzuki,1250000,Manual,2WD,2008,15.0,1300.0,66235
"Nios grand i10 magna,2021 model, petrol,9851016822",Other,Petrol,0,0,0,Hyundai,2775000,Manual,2WD,2021,15.0,1200.0,12000
Singelhand 2018 breeza zdi+ with finance,blue,Diesel,0,0,1,Maruti Suzuki,3350000,Manual,2WD,2018,18.0,1300.0,32000
"Grand i10 magna ,2017 model,9851016822,Finance hnx",red,Petrol,0,0,0,Hyundai,2225000,Manual,2WD,2017,15.0,1200.0,33256
"full option Swift zxi ,2014 model,9851016822",silver,Petrol,0,0,0,Maruti Suzuki,2075000,Manual,2WD,2014,15.0,1200.0,42136
"Swift zxi with push button,2017 model, petrol,",silver,Petrol,0,0,0,Maruti Suzuki,2550000,Manual,2WD,2017,15.0,1200.0,39523
"Eeco van 7 seater with airbag Petrol,2020 model,",silver,Petrol,0,0,0,Maruti Suzuki,1850000,Manual,2WD,2020,15.0,1200.0,23000
"Hyundai Grand I10, 2018 Model, Only 17000km Silver",silver,Petrol,0,1,0,Hyundai,2350000,Manual,2WD,2018,15.0,1200.0,17000
2020 Wagon r new 1200cc facelift with 75% finance,grey,Petrol,0,0,1,Maruti Suzuki,2190000,Manual,2WD,2019,18.0,1200.0,17300
Suzuki Alto Lxi 2018 Model,silver,Petrol,0,0,0,Maruti Suzuki,1399000,Unknown,Unknown,2018,15.0,800.0,42000
Hilux Tiger 2002 model,green,Diesel,0,0,0,Toyota,1625000,Manual,4WD,2002,2025.0,3000.0,150000
Maruti Suzuki Wagon R VXI 2013 last model,white,Petrol,0,0,1,Maruti Suzuki,1405000,Manual,2WD,2013,21.0,998.0,46160
Hyundai Verna SX 1.6,blue,Petrol,0,1,0,Hyundai,1950000,Manual,2WD,2012,12.0,1600.0,71000
Maruti Suzuki Ciaz ZXI | 2015 |45000km,silver,Petrol,0,1,0,Maruti Suzuki,2500000,Manual,2WD,2015,17.0,1400.0,45000
nexon xz+ petrol 2020 single ownership,Unknown,Petrol,0,0,0,Tata,3250000,Manual,2WD,2020,15.0,1200.0,35000
Toyota Rav 4 Auto Gear 9741819070,white,Petrol,0,0,0,Toyota,1245000,Automatic,4WD,1998,15.0,1997.0,50000
Tata nissan CRX,Unknown,Diesel,0,0,0,Mahindra,750000,Manual,2WD,2009,15.0,1200.0,50000
Tata zest xt 2016 model for sale,white,Petrol,0,0,0,Tata,1850000,Manual,2WD,2016,15.0,1200.0,39000
"Perodua myvi 2009 model, excellent condition",silver,Petrol,0,0,0,Perodua,770000,Automatic,2WD,2009,12.0,1300.0,75000
2018 model Mahindra Electric car E2O plus P6,silver,Electric,0,0,0,Mahindra,1975000,Automatic,2WD,2018,15.0,1200.0,50000
Nissan Navara,white,Diesel,0,0,0,Nissan,1200000,Manual,4WD,2005,15.0,1200.0,50000
2015 Model Daihatsu Terios 4 wd drive 9847699255,grey,Petrol,0,0,0,Daihatsu,4450000,Manual,4WD,2015,15.0,1500.0,43000
maruti suzuki wagner,grey,Petrol,0,0,0,Maruti Suzuki,1550000,Manual,2WD,2014,20.0,1000.0,50000
Tata Yodha on sale,white,Diesel,0,0,0,Tata,1300000,Automatic,2WD,2018,15.0,1200.0,46000
Swift zxi 2016,silver,Petrol,0,0,0,Maruti Suzuki,2375000,Manual,2WD,2016,15.0,1200.0,38000
Grand i10 Asta 2016,silver,Petrol,0,0,0,Hyundai,2375000,Manual,2WD,2016,14.0,1200.0,52000
Toyota Corolla Lx Fully Loaded Double Airbags,Other,Petrol,0,0,0,Toyota,1750000,Manual,2WD,2007,15.0,1600.0,47000
Maruti Delivery Van,white,Petrol,0,0,0,Maruti Suzuki,505000,Manual,2WD,2015,15.0,800.0,52500
Maruti suzuki Celerio Vxi Auto 2014 model for sale,blue,Petrol,0,0,0,Maruti Suzuki,1800000,Automatic,2WD,2014,15.0,1000.0,47000
Ford Figo Single Woner No Dent Super Fresh Car,red,Petrol,0,0,0,Ford,1650000,Manual,2WD,2017,15.0,1200.0,43000
Toyota Avanza 7 seater for sale 2013 model,silver,Petrol,0,0,0,Toyota,2150000,Manual,2WD,2013,15.0,1300.0,53000
Mahindra Bolero DC 2017 pickup for sale,white,Diesel,0,0,0,Mahindra,1950000,Manual,4WD,2017,15.0,2523.0,38000
Hyundai i20 sports 2010 model for sale,red,Petrol,0,0,0,Hyundai,1550000,Manual,2WD,2010,12.0,1200.0,73747
Maruti suzuki eco van for sale 2016 model,silver,Petrol,0,0,0,Maruti Suzuki,1450000,Manual,2WD,2016,15.0,1200.0,54590
Grand i 10 Astha 14 modrl,grey,Petrol,0,0,0,Hyundai,1950000,Manual,2WD,2014,15.0,1200.0,63000
sentro Xing,white,Petrol,0,0,0,Hyundai,1150000,Unknown,Unknown,2009,15.0,1086.0,60000
Ford Figo On Sale,black,Petrol,0,0,0,Ford,999999,Manual,2WD,2011,13.0,1199.0,53000
suzuki brezza,red,Petrol,0,0,1,Maruti Suzuki,4100000,Manual,2WD,2021,15.0,1500.0,24500
4w Suv On Sale In Very Very Barand New Condition,white,Diesel,0,0,0,Mahindra,2399999,Manual,4WD,2020,14.0,1200.0,49000
Honda civic,grey,Petrol,0,0,0,Honda,1575000,Manual,2WD,2007,10.0,1600.0,60000
Car for sale,blue,Petrol,0,1,0,Hyundai,1000000,Manual,2WD,2012,17.0,814.0,47000
Suzuki swift VXI,Unknown,Petrol,0,0,0,Maruti Suzuki,1450000,Manual,2WD,2010,15.0,1200.0,50000
terios on sale,Unknown,Petrol,0,0,0,Daihatsu,2550000,Manual,4WD,2007,15.0,1500.0,53000
Hatti gadi Mahindra maximo plus color white,white,Diesel,0,0,0,Mahindra,450000,Unknown,Unknown,2013,15.0,901.0,16057
Toyota aca33r 2008 For Sell,black,Diesel,0,0,0,Toyota,5000000,Manual,4WD,2008,15.0,2362.0,50000
Datsun Go Sale Second Hand,grey,Petrol,0,0,0,Datsun,1325000,Unknown,Unknown,2015,15.0,1200.0,50000
Hyundai I 10 asta for sale,grey,Petrol,0,0,0,Hyundai,2000000,Manual,2WD,2014,25.0,1200.0,62000
Eeco Van 2018 Model,white,Petrol,0,0,0,Maruti Suzuki,1525000,Manual,2WD,2018,15.0,1200.0,63000
Chevrolet yuva,golden,Petrol,0,0,1,Chevrolet,680000,Unknown,Unknown,2008,10.0,1200.0,72000
Hyundai Creta SX,grey,Petrol,0,0,1,Facelift,4450000,Manual,2WD,2019,12.0,1598.0,37000
Suzuki maruti 800,blue,Petrol,0,0,0,Maruti Suzuki,600000,Manual,2WD,2006,18.0,800.0,50000
Kia Soprtage GT line 2021,white,Petrol,0,0,0,Kia,9000000,Automatic,2WD,2021,2025.0,2000.0,30000
Santro xing,red,Petrol,0,0,0,Hyundai,1170000,Manual,2WD,2009,15.0,1100.0,50000
Car On Sale,white,Petrol,0,0,0,Tata,900000,Manual,2WD,2015,15.0,1200.0,50000
urgent sale,silver,Petrol,0,1,0,Tata,1400000,Manual,2WD,2010,12.0,2200.0,57200
Tata Mobile Transportation jeep,blue,Diesel,0,0,0,Tata,250000,Manual,2WD,2014,15.0,1200.0,50000
Hyundai santro for sell,blue,Petrol,0,1,0,Hyundai,1150000,Manual,2WD,2008,20.0,1200.0,11111
Maruti Suzuki Alto for sale,silver,Petrol,0,1,0,Maruti Suzuki,630000,Automatic,2WD,2000,18.0,800.0,4950
Toyota | Fortuner | 2010 | 4WD | SUV,black,Petrol,0,1,0,Toyota,5750000,Manual,2WD,2010,10.0,3000.0,105000
Tata nano with ac,white,Petrol,0,0,1,Tata,390000,Manual,2WD,2012,23.0,624.0,35000
SUPER FRESH CONDITION ZYOTEE MINI JEEP ON SALE,white,Petrol,0,0,1,Other Brands,875000,Manual,2WD,2009,14.0,1300.0,52000
Scoripio,blue,Diesel,0,0,0,Mahindra,3675000,Manual,4WD,2017,15.0,2200.0,65000
2009 ko kia spotes tu sell,Other,Petrol,0,0,0,Kia,1600000,Automatic,2WD,2009,10.0,1900.0,76000
2010 ZOTYE 1.3 SINGLE HAND,black,Petrol,0,0,0,Other Brands,1025000,Manual,2WD,2010,13.0,1300.0,55000
Isuzu scab 2021 exchange or sell,Unknown,Diesel,0,0,0,Other Brands,3550000,Manual,2WD,2021,15.0,2500.0,50000
Mahindra maximo HD series 2020 model,silver,Diesel,0,0,0,Mahindra,1000000,Manual,2WD,202,15.0,909.0,38000
712 mina bus sale and exchange car bike bullet,white,Diesel,0,0,0,Tata,1850000,Manual,2WD,2015,8.0,4000.0,105000
50% à¤«à¤¾à¤ˆà¤¨à¥à¤¨à¤¸ à¤¸à¥à¤¬à¤¿à¤§à¤¾ à¤­à¤à¤•à¥‹ ciaz car à¤¬à¤¿à¤•à¥à¤°à¥€à¤®à¤¾,white,Petrol,0,1,0,Maruti Suzuki,2200000,Manual,2WD,2015,17.0,1387.0,44500
Hyundai Creta,silver,Petrol,0,0,0,Hyundai,5500000,Manual,2WD,2018,15.0,1600.0,30000
MG Hector Shine,black,Petrol,0,0,0,Other Brands,4800000,Manual,2WD,2021,15.0,1200.0,7700
Ford ecoport Trend model,brown,Petrol,0,0,0,Ford,2500000,Manual,2WD,2016,15.0,1500.0,45000
Car for sales,Unknown,Petrol,0,0,0,Maruti Suzuki,715000,Manual,4WD,2009,15.0,800.0,80000
Honda city 2015,silver,Petrol,0,0,0,Honda,2320000,Manual,2WD,2015,15.0,1490.0,30100
Cevrolet Spark 2009 Model Full Loded,golden,Petrol,0,0,0,Chevrolet,900000,Automatic,2WD,2009,14.0,1000.0,85000
Santro Xing For Sale,Other,Petrol,0,0,0,Hyundai,975000,Automatic,2WD,2005,15.0,1100.0,82000
toyota fortuner,white,Diesel,0,0,0,Toyota,9700000,Manual,4WD,2015,12.0,3000.0,45000
Full Option Santro Xing Urgent Sale,grey,Petrol,0,0,0,Hyundai,875000,Manual,2WD,2004,15.0,1068.0,50000
Hyundai i10 sportz for sale,Other,Petrol,0,1,0,Hyundai,1450000,Automatic,2WD,2009,15.0,1200.0,80000
creta sx sale.showroom condition,Other,Petrol,0,0,0,Hyundai,5700000,Manual,2WD,2021,12.0,1500.0,14000
Ford Figo,black,Petrol,0,0,0,Ford,1075000,Manual,2WD,2011,15.0,1200.0,60000
2010 model,Unknown,Petrol,0,0,0,Maruti Suzuki,775000,Manual,2WD,2010,15.0,1200.0,50000
Volkswagen Polo 2018,brown,Petrol,0,0,0,Volkswagen,2450000,Manual,2WD,2018,15.0,998.0,27969
CAR ON SALE,Unknown,Petrol,0,1,0,Maruti Suzuki,1250000,Manual,2WD,2009,15.0,1200.0,50000
Kia Rio,black,Petrol,0,0,0,Kia,540000,Automatic,2WD,2004,14.0,1400.0,60000
Maruti Suzuki Swift Zxi 2014,grey,Petrol,0,0,0,Maruti Suzuki,2025000,Manual,2WD,2014,15.0,1197.0,47582
MAHINDRA BOLERO PICKUP 4 WHEEL,Other,Petrol,0,0,0,Mahindra,1150000,Manual,4WD,2016,15.0,2500.0,46230
MARUTI SUZUKI ALTO ALTO CAR 800,silver,Petrol,0,0,0,Maruti Suzuki,600000,Manual,2WD,2004,15.0,800.0,63586
HYUNDAI SANTRO XING SEMI OPTION CAR,silver,Petrol,0,0,0,Hyundai,1725000,Manual,2WD,2014,15.0,1086.0,52490
ALTO K10 SEMI OPTION CAR,Other,Petrol,0,0,0,Hyundai,590000,Manual,2WD,2002,15.0,1061.0,62570
Hyundai | Venue S | 2019 | CUV,red,Petrol,0,0,0,Hyundai,3050000,Manual,2WD,2019,12.0,1200.0,40000
Maruti Suzuki Swift Zxi On Sale..,silver,Petrol,0,0,1,Maruti Suzuki,1897000,Manual,2WD,2014,15.0,1197.0,74000
Creta sx,silver,Petrol,0,0,0,o,5100000,Manual,2WD,2019,15.0,1600.0,20000
Renault Duster RXZ+ 2016,silver,Diesel,0,1,0,Renault,2475000,Manual,2WD,2016,17.0,1500.0,75000
dzire vxi 2014,white,Petrol,0,1,0,Maruti Suzuki,1700000,Automatic,2WD,2014,14.0,1200.0,65300
Hyundai i10 Magna 1.2 2013 For Sale,silver,Petrol,0,0,1,Hyundai,1700000,Manual,2WD,2013,13.0,1200.0,50000
Tata nano car,Other,Petrol,0,0,1,Tata,350000,Manual,4WD,2011,27.0,624.0,71000
Brand new japanese vitara 4WdðŸ˜ðŸ˜ðŸ˜,Other,Hybrid,0,0,0,Maruti Suzuki,8950000,Automatic,4WD,2021,27.97,1586.0,1000
maruti suzuki celerio vxi 2014 auto gear,Other,Petrol,0,0,1,Maruti Suzuki,1800000,Automatic,2WD,2014,15.0,998.0,47000
Tata sumo gold urgent on the,Unknown,Diesel,0,0,0,Tata,1200000,Unknown,Unknown,2009,15.0,1200.0,50000
2019 airbag with abs breck sell,Unknown,Petrol,0,0,0,Maruti Suzuki,2725000,Manual,2WD,2019,15.0,1200.0,50000
WagonR 2018 full fresh on sale,grey,Petrol,0,0,0,Maruti Suzuki,1850000,Manual,2WD,2018,17.0,1000.0,65000
i20 sportz 2013,blue,Petrol,0,0,0,Hyundai,1750000,Manual,2WD,2013,13.0,1500.0,50000
Bolero Maxitruck,brown,Diesel,0,0,0,Mahindra,1200000,Manual,2WD,2017,15.0,2523.0,100000
SUZUKI ALTO,grey,Petrol,0,0,1,Maruti Suzuki,1575000,Manual,2WD,2018,15.0,800.0,46333
Enjoy the best rates.Car on sale!,black,Petrol,0,0,1,Other Brands,350000,Automatic,2WD,2004,10.0,1600.0,90819
Hyundai I20 Active S 2018,silver,Petrol,0,1,0,Full Option,3075000,Manual,2WD,2018,15.0,1197.0,32000
Hyundai Santro full option car 2007 model for sale,silver,Petrol,0,0,0,Hyundai,11500000,Manual,2WD,2007,15.0,1100.0,73000
Volkswagen polo 1.6 highline 2014 for sale,red,Petrol,0,0,0,Volkswagen,2150000,Manual,2WD,2014,15.0,1600.0,42000
Honda Amaze smt 2015 model car for sale,blue,Petrol,0,0,0,Honda,18500000,Manual,2WD,2015,15.0,1200.0,45000
Hyundai accent,silver,Petrol,0,0,1,Hyundai,775000,Manual,2WD,2003,15.0,1500.0,102500
Skoda rapid,silver,Diesel,0,0,0,Skoda,1650000,Manual,2WD,13,15.0,1200.0,50000
Hyundai Creta E+ 2019 model for sale,white,Petrol,0,0,0,Hyundai,4000000,Manual,2WD,2019,15.0,1600.0,20000
Toyota Corolla LX 2007 single hand,blue,Petrol,0,0,0,Toyota,1575000,Manual,2WD,2007,15.0,1497.0,65000
Hyundai Tucson 2009 ko bikima akdam milauara dinxu,silver,Diesel,0,0,0,Hyundai,1999999,Automatic,4WD,2009,12.0,1990.0,70000
ALTO 2009 for sale,red,Petrol,0,0,0,Maruti Suzuki,870000,Manual,2WD,2009,16.0,800.0,57000
Suzuki | Dzire VXi | 2018 | Sedan,silver,Petrol,0,1,0,Maruti Suzuki,2450000,Manual,2WD,2018,12.0,1200.0,44000
Creta 2017 On sale,white,Petrol,0,0,0,Hyundai,3750000,Automatic,4WD,2017,20.0,1200.0,65000
Maruti Suzuki Celerio VXi,red,Petrol,0,1,0,Maruti Suzuki,1585000,Manual,2WD,2014,15.0,1200.0,26000
Nissan Micra XV 2015,blue,Petrol,0,0,0,Nissan,1450000,Manual,2WD,2015,15.0,1200.0,36000
Suzuki swift 2017 ZXI on sale.,grey,Petrol,0,1,0,Maruti Suzuki,2400000,Manual,2WD,2017,16.0,1197.0,26000
i20 Active S 2018,marron,Petrol,0,0,0,Hyundai,3075000,Manual,2WD,2018,14.0,1200.0,37000
Nissan Terrano 2018 Brand New,silver,Petrol,0,0,0,Nissan,3750000,Manual,2WD,2018,15.0,1200.0,5000
Hyundai getz 2008model,blue,Petrol,0,0,0,Hyundai,950000,Manual,2WD,2008,15.0,1400.0,81000
Swift Dzire Vxi,silver,Petrol,0,0,0,Maruti Suzuki,1600000,Manual,2WD,2011,18.0,1200.0,50000
i 10 sports 2010 sale 9813994422 fulopson.1.2fresh,blue,Petrol,0,0,0,Hyundai,1435000,Manual,2WD,2010,18.0,1200.0,55700
Breeza zdi 2016 sell or exchange with pickups,white,Diesel,0,1,0,Maruti Suzuki,3050000,Manual,2WD,2016,16.0,1250.0,55000
santro,blue,Petrol,0,0,0,Hyundai,850000,Manual,2WD,2004,15.0,1200.0,50000
Kia Soul EV 2017 on sale,white,Electric,0,0,1,Kia,3990000,Automatic,2WD,2017,9.0,1200.0,42000
santro,red,Petrol,0,0,0,Hyundai,950000,Manual,2WD,2005,15.0,1200.0,50000
Grand I10 Nios Magna 2021 Model On Sale,silver,Petrol,0,0,0,Hyundai,2950000,Manual,2WD,2021,17.0,1197.0,19000
Sell,silver,Petrol,0,1,0,Hyundai,2650000,Manual,2WD,2016,15.0,1200.0,38000
2008 Model loadking super nissan on sale,blue,Diesel,0,0,0,Mahindra,600000,Manual,2WD,2008,15.0,2600.0,50000
Excellent 2012 cheverolet uva 1.2 with airbags abs,silver,Petrol,0,0,1,Chevrolet,1025000,Manual,2WD,2012,14.0,1200.0,43000
tata super ace good condition n looks good,white,Diesel,0,0,0,Tata,800000,Automatic,2WD,2012,15.0,1399.0,70000
Hyundai Creta,white,Petrol,0,0,0,Hyundai,5600000,Manual,2WD,2021,15.0,1500.0,19000
Like brand new car on sale,silver,Petrol,0,0,0,Nissan,4260000,Manual,2WD,2023,20.0,1000.0,3000
FORD FIGO TITANIUM 2013 WELL IN CONDITION FUE RUN,Other,Petrol,0,0,0,Ford,1275000,Manual,2WD,2013,15.0,1196.0,21000
Maruti suzuki Alto Car 800 LXI 2014 model on sell.,silver,Petrol,0,0,0,Maruti Suzuki,1000000,Manual,2WD,2014,23.0,796.0,149000
Sumo 2018,Unknown,Diesel,0,1,0,Tata,1600000,Manual,2WD,2018,15.0,3000.0,50000
KIA Sportage AWD in mint condition for urgent sale,white,Petrol,0,0,0,Kia,3050000,Manual,4WD,2011,14.0,1998.0,58010
i10 ERA-Urgent Sell,red,Petrol,0,0,1,Hyundai,1250000,Manual,2WD,2009,12.0,1098.0,65000
Hyundai Tucson 2009 Model On Sell,Unknown,Petrol,0,0,0,Hyundai,2075000,Automatic,2WD,2009,15.0,1200.0,50000
For sale 2017 model ecosport ambient petrol,white,Petrol,0,0,0,Ford,1850000,Manual,2WD,2017,15.0,1500.0,43000
Tata Truck -- White & Black color,Unknown,Diesel,0,0,0,Tata,1900000,Unknown,Unknown,2017,15.0,1200.0,100000
Mahindra Bolero Single Cab Pickup 1.5 TPS 2018,white,Diesel,0,0,0,Mahindra,1575000,Manual,2WD,2018,15.0,2523.0,29594
Datsun Redigo,silver,Petrol,0,0,0,Datsun,1350000,Manual,2WD,2018,17.0,1000.0,42000
Suzuki | Baleno Delta | 2017 | Hatchback,grey,Petrol,0,1,0,Hyundai,2025000,Manual,2WD,2017,12.0,1200.0,55000
Suzuki | Wagon R VXi | 2021 | Hatchback,grey,Petrol,0,1,0,Maruti Suzuki,2350000,Manual,2WD,2021,14.0,1200.0,13000
HYUNDAI CRETA SX+ 2016 FULLY LOADED VEHICLE,white,Petrol,0,0,0,Hyundai,3375000,Manual,2WD,2016,15.0,1591.0,42097
Scorpio Pickup s10 2019 with Finance,silver,Diesel,0,0,0,Mahindra,3500000,Automatic,4WD,2019,15.0,1200.0,50000
Made in Japan and Malaysia assembled car on sale,white,Petrol,0,0,0,Perodua,875000,Manual,2WD,2008,18.0,1000.0,70000
Celerio VXI 2017,grey,Petrol,0,0,0,Maruti Suzuki,1950000,Unknown,Unknown,2017,18.0,998.0,41461
Kia van,black,Diesel,0,0,1,Kia,1000000,Automatic,2WD,2001,8.0,2000.0,80000
Kia van,black,Diesel,0,0,0,Kia,400000,Automatic,2WD,2001,8.0,2000.0,80000
Suzuki Dzire Zxi +,silver,Petrol,0,1,0,Maruti Suzuki,2700000,Manual,2WD,2017,16.0,1200.0,51000
Suzuki | Swift ZXi | 2018 | Hatchback,grey,Petrol,0,1,0,Maruti Suzuki,2600000,Manual,2WD,2018,12.0,1200.0,35000
Nissan Navara SL 2019 model with Canopy,white,Diesel,0,0,0,Nissan,6000000,Manual,4WD,2019,15.0,2500.0,50000
Baleno Delta 2017,Unknown,Petrol,0,0,0,Maruti Suzuki,2250000,Manual,2WD,2017,15.0,1200.0,32000
Toyota LX,silver,Petrol,0,0,0,Toyota,1780000,Automatic,2WD,2017,15.0,1497.0,80700
Maruti Suzuki zxi,red,Petrol,0,0,0,Maruti Suzuki,1990000,Automatic,2WD,2013,15.0,1197.0,71500
Kia Sonet HTE,white,Petrol,0,0,0,Kia,3790000,Manual,4WD,2023,15.0,1200.0,50000
Maruti Suzuki Swift Dzire Vxi - silky silver,silver,Petrol,0,0,0,Maruti Suzuki,2700000,Manual,2WD,2019,15.0,1197.0,27000
Santro xing 2007,black,Petrol,0,0,0,Hyundai,1075000,Automatic,2WD,2007,14.0,1086.0,57000
TATA Super Ace,white,Diesel,0,0,1,Tata,550000,Manual,2WD,2013,15.0,1400.0,50000
single hand honda city,golden,Petrol,0,0,1,Honda,1300000,Manual,2WD,2008,10.0,1599.0,50000
Renault Kwid Automatic 2017 model,silver,Petrol,0,0,0,Renault,1550000,Automatic,2WD,2017,15000.0,999.0,15000
i20 good condition for sell,silver,Petrol,0,1,0,Hyundai,1640000,Automatic,2WD,2010,14.0,1200.0,65000
Jeep Compass Limited + 2020,Other,Diesel,0,0,0,Jeep,8900000,Manual,4WD,2020,15.0,1956.0,35000
Renault kwid 1.0 rxt for sale,Other,Petrol,0,0,1,Renault,1499999,Manual,2WD,2017,15.0,1000.0,32000
bhansar ko que ko gadi urgent sale,red,Diesel,0,0,0,Mahindra,1450000,Manual,2WD,2012,14.0,900.0,81000
Mahendra Scorpio S5,silver,Diesel,0,0,0,2.2,4200000,Manual,4WD,2018,12.0,2179.0,58000
Proton Wira Good condition car 2005 model Malaysia,black,Petrol,0,0,0,Other Brands,625000,Manual,4WD,2005,15.0,1468.0,6278
"Ford India, Eco Sport",grey,Diesel,0,0,0,Ford,2200000,Manual,2WD,2013,15.0,1498.0,50000
Scorpio,white,Diesel,0,1,0,Mahindra,2200000,Manual,2WD,2012,15.0,2179.0,180000
New Nissan Magnite XE 2022,red,Petrol,0,0,0,BRAND NEW DEAL,2750000,Manual,2WD,2022,15.0,999.0,10000
Tata Ace Hatti Gadi,blue,Diesel,0,0,1,Tata,1099999,Automatic,2WD,2021,23.0,1200.0,8000
Toyata,Unknown,Hybrid,0,0,0,Toyota,2300000,Automatic,4WD,2020,15.0,1200.0,50000
maruti 2010 taxi,white,Petrol,0,0,0,Maruti Suzuki,1500000,Automatic,2WD,2010,15.0,800.0,50000
Toyota car,white,Diesel,0,1,0,Toyota,150000,Manual,2WD,1993,16.0,1900.0,100000
Tata manza car sale and exchange,white,Diesel,0,1,0,Toyota,850000,Manual,2WD,2012,16.0,1200.0,60000
Urgent sell maruti 800,Unknown,Petrol,0,0,0,Maruti Suzuki,240000,Manual,2WD,1999,15.0,1200.0,50000
Eon era plus 2016,marron,Petrol,0,0,0,Hyundai,1400000,Manual,2WD,2016,19.0,800.0,42000
Brezza 1.5 petrol zxi+ 2021,silver,Petrol,0,0,0,Maruti Suzuki,4075000,Manual,2WD,2021,16.0,1500.0,12000
Cargo Van On sale,grey,Diesel,0,0,1,Tata,650000,Automatic,2WD,2017,20.0,800.0,70000
Hyundai i10 asta grand 2018 push button start,silver,Petrol,0,0,0,Hyundai,2575000,Manual,2WD,2018,15.0,1200.0,32000
Hyundai i10 grand magna 2014 48000 km,grey,Petrol,0,0,0,Hyundai,1850000,Manual,2WD,2014,15.0,1200.0,48000
Single handed Cargo van on sale,white,Petrol,0,0,0,Maruti Suzuki,740000,Automatic,2WD,2018,15.0,800.0,17000
Hyundai Ix35 Crdi,Other,Diesel,0,0,0,Hyundai,3725000,Manual,4WD,2011,12.0,2000.0,36091
Naza Forza 2008 Model,Other,Petrol,0,1,0,Other Brands,600000,Manual,2WD,2008,12.0,1200.0,50000
2022 Mahindra Scorpio S5 4WD for sale or exchange,white,Petrol,0,0,0,Mahindra,5300000,Manual,4WD,2022,15.0,1200.0,7500
Hiace for sale 2015 model,white,Diesel,0,0,1,Toyota,3900000,Manual,2WD,2015,12.0,2800.0,50000
Mahendra bolero pickup truck,grey,Diesel,0,0,0,Mahindra,1450000,Manual,4WD,2017,15.0,2500.0,42000
"Eco cargo van 2021 model ,16800 km running ,12lac",white,Petrol,0,0,0,Maruti Suzuki,1200000,Automatic,2WD,2021,16.0,1200.0,16800
Bolero maxitruck,white,Diesel,0,0,0,Mahindra,1675000,Automatic,4WD,2019,15.0,2500.0,56000
2010 Model I10 Magna 1.2 New Shape On Sale,silver,Petrol,0,0,1,Hyundai,1465000,Manual,2WD,2010,20.0,1200.0,60000
Honda City 2004,blue,Petrol,0,0,0,Honda,799999,Manual,2WD,2004,15.0,1498.0,108000
Hyundai grand i10,silver,Petrol,0,0,1,Hyundai,2450000,Manual,2WD,2020,2025.0,1200.0,26500
Well maintained car. Everything is fine. Single ha,blue,Petrol,0,0,1,Hyundai,1925000,Manual,2WD,2015,15.0,1200.0,60000
VW Polo 2014 Highline 1200,Other,Petrol,0,0,0,Renault,1950000,Manual,2WD,2014,12.0,1200.0,60000
Hyundai i10 magna 2014,silver,Petrol,0,0,0,Hyundai,1750000,Manual,2WD,2014,15.0,1200.0,93000
nissan xtrail 2007 model for sale or exchange,cream,Diesel,0,1,0,Nissan,2450000,Automatic,4WD,2007,13.0,2200.0,60000
